,port1_nmf,port2_nmf,port3_nmf,port1_svd,port2_svd,port3_svd,n_nmf,n_svd
0,0.08383233532934131,0.17647058823529413,0.1375,0.11976047904191617,0.15294117647058825,0.2,5,5
1,0.0658682634730539,0.17058823529411765,0.325,0.0658682634730539,0.2647058823529412,0.15,10,10
2,0.04790419161676647,0.27058823529411763,0.3125,0.05389221556886228,0.3411764705882353,0.4625,15,15
3,0.08982035928143713,0.28823529411764703,0.275,0.0718562874251497,0.4294117647058823,0.675,20,20
4,0.10179640718562874,0.3588235294117647,0.5625,0.0718562874251497,0.6647058823529411,0.9375,25,25
5,0.059880239520958084,0.6823529411764706,0.8875,0.08383233532934131,0.7058823529411765,0.925,30,30
6,0.07784431137724551,0.7176470588235294,0.8125,0.0658682634730539,0.7294117647058823,0.925,35,35
7,0.059880239520958084,0.6941176470588235,0.8375,0.05389221556886228,0.7411764705882353,0.9375,40,40
8,0.04790419161676647,0.6764705882352942,0.7125,0.04790419161676647,0.7529411764705882,0.9375,45,45
9,0.059880239520958084,0.7,0.8125,0.05389221556886228,0.7588235294117647,0.9375,50,50
10,0.0658682634730539,0.6941176470588235,0.8125,0.05389221556886228,0.7411764705882353,0.9375,55,55
11,0.0658682634730539,0.6882352941176471,0.7875,0.05389221556886228,0.7411764705882353,0.9375,60,60
12,0.059880239520958084,0.7529411764705882,0.9,0.059880239520958084,0.7470588235294118,0.9375,65,65
13,0.04790419161676647,0.7235294117647059,0.85,0.059880239520958084,0.7470588235294118,0.9375,70,70
14,0.04790419161676647,0.7235294117647059,0.9,0.059880239520958084,0.7470588235294118,0.9375,75,75
15,0.04790419161676647,0.7529411764705882,0.8875,0.059880239520958084,0.7470588235294118,0.9375,80,80
